n_states,cps,total,seed,desc,pool_f1,pool_auc,cssi_max_f1,cssi_max_auc,cssi_mean_f1,cssi_mean_auc,est_f1,est_auc,n_true_edges
10,100,1000,0,"N=1000, 10 states",0.5,0.6919682259488085,0.8181818181818182,0.9669020300088261,0.7272727272727273,0.9024713150926743,0.22727272727272727,0.5953221535745807,22
10,100,1000,1,"N=1000, 10 states",0.5454545454545454,0.7687555163283318,0.9545454545454546,0.9916151809355693,0.7727272727272727,0.9223300970873787,0.22727272727272727,0.6248896734333627,22
10,100,1000,2,"N=1000, 10 states",0.5,0.7700794351279788,0.9090909090909091,0.9902912621359223,0.7272727272727273,0.9090909090909091,0.4090909090909091,0.6425419240953222,22
10,100,1000,3,"N=1000, 10 states",0.5,0.767431597528685,0.9545454545454546,0.998676081200353,0.6818181818181818,0.8989408649602825,0.13636363636363635,0.4201235657546337,22
10,100,1000,4,"N=1000, 10 states",0.36363636363636365,0.7215357458075905,0.9090909090909091,0.9894086496028245,0.7272727272727273,0.9307149161518093,0.2727272727272727,0.5022065313327448,22
10,100,1000,5,"N=1000, 10 states",0.6363636363636364,0.8627537511032657,1.0,1.0,0.5909090909090909,0.8605472197705207,0.22727272727272727,0.5741394527802295,22
10,100,1000,6,"N=1000, 10 states",0.5,0.7625772285966461,0.9545454545454546,0.997793468667255,0.7727272727272727,0.9501323918799647,0.2727272727272727,0.5741394527802295,22
10,100,1000,7,"N=1000, 10 states",0.5909090909090909,0.7969991173874669,0.9090909090909091,0.9969108561341571,0.6363636363636364,0.93909973521624,0.18181818181818182,0.5070609002647838,22
10,100,1000,8,"N=1000, 10 states",0.5909090909090909,0.8596646072374228,0.9545454545454546,0.9964695498676082,0.5909090909090909,0.9368932038834952,0.18181818181818182,0.587819947043248,22
10,100,1000,9,"N=1000, 10 states",0.4090909090909091,0.7113857016769638,0.9545454545454546,0.997793468667255,0.6363636363636364,0.8998234774933804,0.2727272727272727,0.5772285966460723,22
12,125,1500,0,"N=1500, 12 states",0.5,0.7940947940947941,0.9230769230769231,0.998057498057498,0.6538461538461539,0.8679098679098679,0.19230769230769232,0.5143745143745144,26
12,125,1500,1,"N=1500, 12 states",0.5384615384615384,0.7494172494172494,0.9615384615384616,0.9988344988344988,0.7692307692307693,0.9576534576534577,0.34615384615384615,0.6216006216006215,26
12,125,1500,2,"N=1500, 12 states",0.5384615384615384,0.728049728049728,0.9615384615384616,0.9988344988344988,0.7692307692307693,0.944055944055944,0.23076923076923078,0.5392385392385393,26
12,125,1500,3,"N=1500, 12 states",0.5384615384615384,0.7921522921522922,0.8846153846153846,0.991064491064491,0.7692307692307693,0.9063714063714063,0.3076923076923077,0.5955710955710957,26
12,125,1500,4,"N=1500, 12 states",0.4230769230769231,0.752913752913753,0.9615384615384616,0.9933954933954934,0.6538461538461539,0.9370629370629371,0.2692307692307692,0.5885780885780886,26
12,125,1500,5,"N=1500, 12 states",0.5384615384615384,0.8018648018648019,0.9615384615384616,0.9992229992229993,0.6538461538461539,0.8927738927738927,0.19230769230769232,0.46658896658896654,26
12,125,1500,6,"N=1500, 12 states",0.5384615384615384,0.8010878010878011,0.9230769230769231,0.998057498057498,0.7307692307692306,0.9114219114219113,0.23076923076923078,0.5811965811965812,26
12,125,1500,7,"N=1500, 12 states",0.5769230769230769,0.8139083139083139,0.9230769230769231,0.9922299922299922,0.7307692307692306,0.9149184149184149,0.3076923076923077,0.5264180264180265,26
12,125,1500,8,"N=1500, 12 states",0.5384615384615384,0.7801087801087802,0.9615384615384616,0.9996114996114996,0.7307692307692306,0.9529914529914529,0.34615384615384615,0.5862470862470862,26
12,125,1500,9,"N=1500, 12 states",0.5384615384615384,0.7451437451437452,0.9615384615384616,0.9902874902874903,0.8461538461538461,0.9522144522144522,0.23076923076923078,0.5326340326340326,26
